ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Bolivia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HIES - Encuesta de Hogares,2020,30.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Mejoramiento de Condiciones de Vida,1999,30.7,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bolivia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Mejoramiento de Condiciones de Vida,2000,37.9,,,Repository: ILO-STATISTICS - Micro data processing
Bolivia,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Encuesta de Mejoramiento de Condiciones de Vida,2001,18.5,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2012,35.6,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2013,36.2,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2014,36.5,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2015,37.1,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2016,37.5,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2017,37.6,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2018,37.8,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2019,37.5,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2020,35.4,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios Contínua,2021,37.1,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios,2002,35,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios,2003,34.2,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios,2004,35.7,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios,2005,38.1,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios,2006,36.3,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios,2007,37.7,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios,2008,35.8,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios,2009,35.2,,,Repository: ILO-STATISTICS - Micro data processing
Brazil,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Pesquisa Nacional por Amostra de Domicílios,2011,36.6,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2015,61.3,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Barbados,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2016,52.3,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,52.9,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2018,49.4,,,Repository: ILO-STATISTICS - Micro data processing
Barbados,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,47.7,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2014,32.5,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2017,37,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2018,34.6,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2019,32.3,,,Repository: ILO-STATISTICS - Micro data processing
Brunei Darussalam,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey,2020,37.4,,,Repository: ILO-STATISTICS - Micro data processing
Bhutan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey Report,2018,20.2,,,Repository: ILO-STATISTICS - Micro data processing
Bhutan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey Report,2019,17.8,,,Repository: ILO-STATISTICS - Micro data processing
Bhutan,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - Labour Force Survey Report,2020,19,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Botswana Core Welfare Indicators (Poverty) Survey,2009,29.6,,,Repository: ILO-STATISTICS - Micro data processing
Botswana,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Multi-Topic Household Survey,2019,57.8,Break in series,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Botswana,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),HS - Multi-Topic Household Survey,2020,56.7,,,Repository: ILO-STATISTICS - Micro data processing
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2000,16.1,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2001,30.1,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2002,44.6,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2003,50.3,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2004,47.8,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2005,41.9,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2006,49.1,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2007,45.4,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2008,44.8,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2009,46.6,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2010,47.1,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2011,28.7,Break in series,Break in series: Methodology revised,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2012,28.7,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2013,28.4,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2014,28.5,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2015,30.4,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2016,30.8,,,Repository: Eurostat special tabulation
Switzerland,SDG indicator 5.5.2 - Proportion of women in senior and middle management positions (%),LFS - EU Labour Force Survey,2017,28.8,,,Repository: Eurostat special tabulation
