ref_area.label,indicator.label,source.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,29.9,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,31.8,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,31.5,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,33.9,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,32.7,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,34,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,34.1,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,29.9,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,32.4,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,31.4,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,31.7,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,32.6,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,32.7,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,33.5,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,33.9,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,32.7,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,34.5,,,,Repository: Eurostat special tabulation
Belgium,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,35.4,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Benin,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),HIES - Enquête de Suivi de l'Enquête Modulaire et Intégrée sur les Conditions de Vie des Ménages,2018,13.7,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
Burkina Faso,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,2018,58.1,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 10 years old | Age coverage - maximum age: 75 years old
Burkina Faso,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Recensements de Population,2006,31,,Nonstandard age group: Excluding under age 5,,Reference group coverage: Total employment
Bangladesh,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2003,23.4,,,,Data reference period: Noncalendar year
Bangladesh,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2006,9.7,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2010,14.8,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2013,13.2,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2016,11.4,,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Bangladesh,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2017,10.7,,,,Repository: ILO-STATISTICS - Micro data processing
Bangladesh,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2011,5.4,,,,Data reference period: October
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2000,29.8,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2001,32.6,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2002,33.5,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2003,31.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2004,34.4,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2005,34,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2006,31.6,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2007,31.4,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2008,32.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2009,32.1,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2010,33.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2011,36.7,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2012,36.4,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2013,36.5,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2014,36.7,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2015,36.5,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2016,37.9,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2017,39.2,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2018,38.6,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2019,39,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2020,41.3,,,,Repository: Eurostat special tabulation
Bulgaria,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - EU Labour Force Survey,2021,38.3,Break in series,,Break in series: Methodology revised,Repository: Eurostat special tabulation
Bahrain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force Survey,2004,10.6,,,,Data reference period: November | Reference group coverage: Total employment
Bahrain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),PC - Population Census,2001,12.3,,,,Data reference period: April
Bahrain,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),OE - Estimates of Central informatics organization,2015,21.6,,,,
Bahamas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force & Household Survey,2001,39.9,,,,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts
Bahamas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force & Household Survey,2002,40.4,,,,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts
Bahamas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force & Household Survey,2003,40.4,,,,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts
Bahamas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force & Household Survey,2004,42.8,,,,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts
Bahamas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force & Household Survey,2005,45.8,,,,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts
Bahamas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force & Household Survey,2006,41.4,,,,Data reference period: May | Population coverage: Excluding armed forces and/or conscripts
Bahamas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force & Household Survey,2007,43.2,,,,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts
Bahamas,SDG indicator 5.5.2 - Proportion of women in managerial positions (%),LFS - Labour Force & Household Survey,2008,46.3,,,,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts
